price,Sales Package,Model Number,Part Number,Series,Color,Type,Suitable For,Battery Backup,Power Supply,MS Office Provided,Dedicated Graphic Memory Type,Dedicated Graphic Memory Capacity,Processor Brand,Processor Name,Processor Generation,SSD,SSD Capacity,RAM,RAM Type,Processor Variant,Chipset,Clock Speed,Memory Slots,Expandable Memory,RAM Frequency,Cache,Graphic Processor,Number of Cores,OS Architecture,Operating System,System Architecture,Mic In,RJ45,USB Port,HDMI Port,Hardware Interface,Touchscreen,Screen Size,Screen Resolution,Screen Type,Speakers,Internal Mic,Sound Properties,Refresh Rate,Wireless LAN,Bluetooth,Ethernet,Dimensions,Weight,Disk Drive,Web Camera,Finger Print Sensor,Keyboard,Backlit Keyboard,Pointer Device,Additional Features,Warranty Summary,Warranty Service Type,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,HDD Capacity,RPM,Sound Chip,Lock Port,Model Name,Supported Operating System,Multi Card Slot,Included Software,Battery Cell,Security Chip,TGP,International Warranty,S-video,RJ11,VGA Port,NFC Support,Face Recognition,Laptop Bag,Antivirus,Dock Port,Firewire Port,Read/Write Speed,Wireless WAN,Stylus Included,Other Accessories,Optane Memory,Inbuilt 4G LTE,Recovery Options,EMMC Storage Capacity
"1,63,190","Laptop, Power Adaptor, User Guide, Warranty Documents",15-ep1085TX,54B86PA#ACJ,Envy,Natural Silver,Thin and Light Laptop,Processing & Multitasking,Up to 7 hours and 15 minutes,200 Watt Smart PFC Slim Adapter,Yes,GDDR6,4 GB,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,DDR4,11800H,Intel HM570,4.6,,,3200 MHz,24,NVIDIA GeForce RTX RTX 3050,8,64 bit,Windows 11 Pro,64,Yes,,"2x SuperSpeed USB Type-C 5Gbps signaling rate, (DisplayPort 1.4, HP Sleep and Charge), 1x SuperSpeed USB Type-A 5Gbps signaling rate (HP Sleep and Charge), 1x SuperSpeed USB Type-A 5Gbps signaling rate",1x HDMI 2.1,NVMe TLC,Yes,39.62 cm (15.6 Inch),3840 x 2160 Pixels,"4K UHD, OLED, multitouch-enabled, UWVA, edge-to-edge glass, micro-edge, Low Blue Light, Flicker Free ( Brightness: 400 nits, 282 ppi, Color Gamut: 100% DCI-P3)",Quad speakers,Integrated dual array digital microphones,Audio by Bang & Olufsen,,Intel Wi-Fi 6 AX 201 (2x2),v5.0,,357 x 236 x 18.4 mm,2.14 Kg,Not Available,HP Wide Vision 720p HD camera with camera shutter,Yes,"Full-size, backlit, cool gray keyboard",Yes,HP Imagepad with multi-touch gesture support,"83 Wh Li-ion polymer, Support battery fast charge",1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,15-ep1085TX,Windows 11 Pro,1x microSD media card reader,,6,,,,,,,,,,,,,,,,,,,,
"58,990","Laptop, battery, power adapter, user guide",GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN,9S7-16R412-1616 / 9S7-16R512-611,GF63 Thin,Black,Gaming Laptop,Gaming,,120W Adapter,No,GDDR6,4 GB,Intel,Hexa Core i5,10th Gen,Yes,256 GB,8 GB,DDR4,10500H,,2.5 GHz with Turbo Boost upto 4.5 GHz,,,,12,NVIDIA GeForce GTX 1650 Max Q,6,64 bit,Windows 10 Home,64,,Yes,"1x Type-C USB3.2 (Gen1), 3x Type-A USB3.2 (Gen1)",1 x HDMI Port,NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (60Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,2x 2W Stereo Speakers,60 Hz,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,Yes,359 x 254 x 21.7,1.86 KG,Not Available,720p HD Webcam (30fps@720p),,Single Backlit Keyboard (Red),Yes,Touchpad,"3-Cell, 51 Whr Battery",2 Year On-Site Warranty,On-Site & Carry-In,Part Failure,"Physical Damage, Burn, Liquid Spill",,1 TB,,Realtek ALC 269,,GF63 Thin 10SCXR-1616IN / GF63 Thin 10SC-611IN,,,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",3,,,,,,,,,,,,,,,,,,,,
"1,16,640","Gaming Backpack, Mouse, Headset, Mousepad",G9-591,NX.Q0ASI.001,,Black,Gaming Laptop,Everyday Use,Upto 8 hours,180 W AC Adapter,,GDDR5,4 GB,Intel,Core i7,6th Gen,Yes,128 GB,16 GB,DDR4,6700HQ,,2.6 GHz with Turbo Boost Upto 3.5 GHz,4 Slots,Upto 64 GB,,6 MB,NVIDIA GeForce GTX 980M,,64 bit,Windows 10 Home,,Yes,Yes,"3 x USB Type-C Thunderbol Port, 1 x USB 3.0 Port with Power-off Charging",Yes,,No,39.62 cm (15.6 inch),3840 X 2160 pixel,Ultra HD LED Backlit TFT LCD with IPS Acer ComfyView Technology,Yes,2 Digital Microphones,"Acer TrueHarmony Plus Technology, Two Built-in Stereo Speakers with Subwoofer
Optimized Dolby Audio Premium Sound",,IEEE 802.11ac/a/b/g/n,v4.1,"Gigabit Ethernet, Wake-on-LAN ready",391 x 299.5 x 38.5 mm,3.4 kg,CD/DVD writer,HD Webcam,,FineTip Two Color Backlit Keyboard,,Multi Gesture Touchpad with Two Buttons with Microsoft Precision Touchpad Certification,,1 Year International Travelers Warranty,,,,,1 TB,5400,,Kensington Lock Slot,Predator,,SD Card Reader,"Acer Care Center, Quick Access, Office 2013 11 Trial",8 cell,,,,,,,,,,,,,8x,,,,,,,
"2,33,990","Laptop, Power Adaptor, User Guide, Warranty Documents",ExpertBook B9 B9450FA,90NX02K1-M08560,ExpertBook B9,Star Black,Thin and Light Laptop,Processing & Multitasking,,65 W AC Adapter,No,,,Intel,Core i7,10th Gen,Yes,2 TB,16 GB,LPDDR3,10510U,,1.8 GHz with Turbo Boost Upto 4.9 GHz,,,,8 MB,Intel Integrated UHD,4,64 bit,Windows 10 Pro,64 bit,Yes,,"1 x USB Type A, 2 x USB Type C",1 x HDMI Port (v2.0),,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Display,Built-in Dual Speakers,Built-in Array Microphone,,,IEEE 802.11ac,v5.0,,320 x 203 x 14.9 mm,0.995 kg,Not Available,HD Webcam,Yes,Backlit Chiclet Keyboard,Yes,Touchpad,Li-ion Battery,3 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,Onsite,Manufacturing Defects,Physical Damage,3 Year,,,,,B9450FA-BM0699R,,,,,,,,,,,,,,,,,,,,,,,,
"34,990","Laptop, Power Adaptor, User Guide",X415EA-EK302TS,90NB0TT1-M01500 / 90NB0TT1-M09270,Vivobook,Transparent Silver,Thin and Light Laptop,Processing & Multitasking,3-5 hours,45 W AC Adapter,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,4 GB,DDR4,1115G4,,3.0 GHz with Turbo Frequency upto 4.1 GHz,,,,,Intel Integrated UHD,2,64 bit,Windows 10 Home,64,Yes,No,1x USB 3.2 Gen 1 Type-A | 1x USB 3.2 Gen 1 Type-C | 2x USB 2.0 Type-A,1 x HDMI (v1.4),PCIe NVMe,No,35.56 cm (14 inch),1920 x 1080 Pixels,"Full HD LED Backlit Anti-Glare Display (200 nits Brightness, 45% NTSC Color Gamut, 83% Screen-to-Body Ratio)",Built-in Speaker,Built-in Microphone,"SonicMaster, Cortana Support",60 Hz,Wi-Fi 5(802.11ac) Dual Band (1x1),v4.1,,36.00 x 23.50 x 1.99,1.55 kg,Not Available,VGA Webcam (Without Privacy Shutter),Yes,Chiclet Keyboard with Numeric Keypad,No,,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,Security Lock,X415EA-EK302TS,Windows 10,1 x Micro SD Card Reader,"Windows 10 Home, Ms-Office Home & Student 2019-Lifetime, Mcafee AntiVirus - 1 Year",1.80,,,1 Year,No,No,No,No,,No,,No,No,NA,,No,,,No,Yes,
"61,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15IMH05,81Y401APIN/81Y4017UIN,IdeaPad Gaming 3,Onyx Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 8 hours,135 W Slim Tip Adapter,No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,10300H,Intel HM470,2.50 GHz with Turbo Boost Upto 4.50 GHz,2 Slots,Upto 16 GB,2933 MHz,8 MB,NVIDIA GeForce GTX 1650,4,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB-C 3.2 (1st Gen), 2 x USB 3.2 (1st Gen)",1x HDMI Port (v2.0),NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate, 250 nits Brightness)",Built-in Dual Speakers,Dual Array Microphone,"1.5 W x 2 Stereo Speakers, Dolby Audio",120 Hz,AX 2x2 (WiFi 6),v5.0,100/1000M,359 x 249.6 x 24.9 mm,2.2 kg,Not Available,720p Webcam (with Privacy Shutter),No,Blue LED Backlit English Keyboard,Yes,Touchpad,"Rapid Charge Technology, Integrated 45Wh Battery, Cooling System with Dual Vents and Dual Action Fans",1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44,490","Laptop, battery, adapter, cables and user manuals",Inspiron 3515,D560676WIN9BE,Inspiron,Carbon Black,Thin and Light Laptop,Everyday Use,Upto 7 hours,,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,256 GB,8 GB,DDR4,3450U,,2.1 GHz to max turbo frequency at 3.5 Ghz,2,Upto 16 GB,2666 MHz,4M,AMD Radeon AMD,4,64 bit,Windows 11 Home,,Yes,Yes,"2 x USB 3.2 Gen1 ,1 x USB 2.0",1x HDMI 1.4 port,M.2 SATA,No,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD WVA AG Narrow Border,Yes,Yes,Waves Maxx Audio Pro,,802.11ac,v5.0,Available,358 x 235 x 18.9 mm,1.8 kg,Not Available,Yes,No,English International Non Backlit Keyboard,No,Touchpad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,,,,Kensington Lock Port,Inspiron 3515,Windows 11,"1 x SD Media Card Reader (SD, SDHC, SDXC)",Office Home and Student 2021,3 cell,,,,,,,,,,McAfee,,,,,,,,,,
"69,990","Laptop, battery, power adapter, user guide, backlit keyboard",Modern 15 A5M,9S7-155L26-201,Modern 15,Carbon Gray,Thin and Light Laptop,Processing & Multitasking,5-6 Hrs,65W adapter,No,,,AMD,Ryzen 7 Octa Core,5th Gen,Yes,512 GB,8 GB,DDR4,Ryzen 7 5700U,,1.8GHz Max. Boost Clock Up to 4.3GHz,,,,,AMD Radeon AMD Radeon™,8,64 bit,Windows 11 Home,64 Bit,,,1 x Type-C USB3.2 Gen2 3 x Type-A USB3.2 Gen2,1 x HDMI,nVme PCIE,No,39.62 cm (15.6 inch),1920 x 1080$$Pixels pixel,"15.6"" FHD (1920x1080), IPS-Level",Built-in Dual Speakers,,2x 2W Realtek ALC233,60 Hz,Intel Wi-Fi 6 AX200(2x2 ax),v5.1,,356.8 x 233.75 x 18.9 mm,1.6 kg,Not Available,HD type (30fps@720p),No,"Backlight Keyboard (Single-Color, White)",Yes,,,1 Year Warranty Term,Carry-in,Part Failure,"Physical Damage, Burn, Liquid Spill",1 Year,,,,,Modern 15 A5M,,1x Micro SD Card Reader,,3 cell,,,1 Year,,,,,,,,,,,802.11 ax Wi-Fi 6,,,,,,
"59,999","LAPTOP, ADAPTER, USER MANUAL",14ITL05,82FE00AVIN,IdeaPad 5 14ITL05,Graphite Grey,Laptop,"Performance, Entertainment, Everyday Use, Processing & Multitasking, Travel & Business",11 hours,,Yes,,,Intel,Core i5,11th Gen,Yes,512 GB,8 GB,DDR4,1135G7,Intel SoC Platform,4.2 GHz,1,NA,3200 MHz,8 MB,Intel Integrated Integrated Intel Iris Xe Graphics,4,,Windows 10 Home,,,,"1x USB 3.2 Gen 1, 1x USB 3.2 Gen 1 (Always On), 1x USB-C 3.2 Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4), 1x HDMI 1.4b, 1x Card reader, 1x Headphone / microphone combo jack (3.5mm)",1,,No,35.56 cm (14 inch),1920x1080$$Pixels pixel,"14"" FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC","Stereo speakers, 2W x2, Dolby Audio",,,,,YES,,,,Not Available,720p with Privacy Shutter,Yes,"Backlit, English",Yes,,"Design: 1.79 cm Thin and 1.39 kg Light | 4-sided Narrow Bezels | Aluminium Material Top | Backlit Keyboard | Fingerprint Reader, Battery Life: 11 Hours | 56.5Wh Battery | Rapid Charge (Up to 80% in 1 Hour), Ports: 2 USB 3.2 Gen 1, 1 USB 3.2 Type-C Gen 1 (support data transfer, Power Delivery 3.0 and DisplayPort 1.2), Headphone/Mic combo jack, HDMI 1.4b, 4-in-1 media reader (MMC, SD, SDHC, SDXC), In the box: Laptop, Power Adapter and User Manual",ONE YEAR,ONSITE,MANUFACTURER DEFECT,PHYSICAL DAMAGE,12 Months,,,High Definition (HD) Audio,,IdeaPad 5,"Windows 10 Home 64, English",,Office Home and Student 2019,,Firmware TPM 2.0,,,,,,,,,,,,,Wi-Fi 6 11ax,,,,No,,
"61,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15IMH05,81Y401APIN/81Y4017UIN,IdeaPad Gaming 3,Onyx Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 8 hours,135 W Slim Tip Adapter,No,GDDR6,4 GB,Intel,Core i5,10th Gen,Yes,512 GB,8 GB,DDR4,10300H,Intel HM470,2.50 GHz with Turbo Boost Upto 4.50 GHz,2 Slots,Upto 16 GB,2933 MHz,8 MB,NVIDIA GeForce GTX 1650,4,64 bit,Windows 10 Home,64 bit,Yes,Yes,"1 x USB-C 3.2 (1st Gen), 2 x USB 3.2 (1st Gen)",1x HDMI Port (v2.0),NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate, 250 nits Brightness)",Built-in Dual Speakers,Dual Array Microphone,"1.5 W x 2 Stereo Speakers, Dolby Audio",120 Hz,AX 2x2 (WiFi 6),v5.0,100/1000M,359 x 249.6 x 24.9 mm,2.2 kg,Not Available,720p Webcam (with Privacy Shutter),No,Blue LED Backlit English Keyboard,Yes,Touchpad,"Rapid Charge Technology, Integrated 45Wh Battery, Cooling System with Dual Vents and Dual Action Fans",1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"52,380","Laptop, Adapter",15s-gr0500AU,gr0500AU,,Natural Silver,Laptop,Everyday Use,upto 6 hours,,Yes,,,AMD,Ryzen 5 Quad Core,,Yes,512 GB,8 GB,DDR4,,,,,,,,AMD Radeon AMD,,,Windows 10 Home,,,,,,,No,39.62 cm (15.6 inch),1920 x 1080 pixel,,,,,,,4.2,,,,Not Available,,,,,,,1 year,onsite,Manufacturing Defect,Physical Damage,,,,,,15s,,,,,,,,,,,,,,,,,,,,,,,,
"78,900","Laptop, Adaptor",FX516PCZ-HN090T,FX516PCZ,,White,Gaming Laptop,Gaming,3 Hours,,No,DDR5,4 GB,Intel,Core i5,11th Gen,Yes,1 TB,8 GB,DDR4,,,,,,,,NVIDIA GeForce RTX RTX3050-4G,,,Windows 10 Home,,,,,,,No,39.62 cm (15.6 inch),1080*1920 pixel,,,,,,,yes,,,,Not Available,,,,,,,1 Year Onsite Warranty,on site,Manufacturer defect,"damage, burn",,,,,,TUF Dash F15,,,,,,,,,,,,,,,,,,,,,,,,
"99,500","Laptop, Power Adaptor, User Guide, Warranty Documents",CN515-51,NX.C4JSI.002,ConceptD 5,White,Thin and Light Laptop,Processing & Multitasking,Upto 7 hours,90 W AC Adapter,No,,4 GB,Intel,Core i5,8th Gen,Yes,512 GB,8 GB,DDR4,8305G,,2.8 GHz with Turbo Boost Upto 3.8 GHz,2 Slots,,,6 MB,AMD Radeon RX Vega M GL,4,64 bit,Windows 10 Home,64 bit,Yes,,"3 x USB 3.1 ((1st Gen) One Port with Power-off Charging), 1 x USB Type C",1 x HDMI Port,,No,39.62 cm (15.6 inch),3840 x 2160 Pixel,"Ultra HD LED Backlit IPS ComfyView Display (400 nits Brightness, 16:9 Aspect Ratio, 100% Adobe RGB Color Gamut, Pantone Validated, Delta E < 2) with Acer Color Blast Technology",Built-in Dual Speakers,Built-in Dual Microphones,"Stereo Speakers, Acer Purified Voice Technology, Acer TrueHarmony Technology, Compatible with Cortana with Voice",,IEEE 802.11a/b/g/n/ac,v4.1,,360 x 242 x 16.9 mm,1.5 kg,Not Available,HD 720P Webcam (with Super High Dynamic Range Imaging (SHDR)),Yes,FineTip Backlit Keyboard (International Language Support),,"Multi-gesture Touchpad (Supporting Two-finger Scroll, Pinch, Gestures to Open Cortana, Action Center, Multitasking, Application Commands), Microsoft Precision Touchpad Certification, Moisture Resistant","48 WHr 3220 mAh Li-ion Battery, Security: BIOS User, Supervisor, HDD Passwords",1 Year International Travelers Warranty (ITW),Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,Kensington Lock Slot,,,SD Card Reader,"Acer Collection, Quick Access, Acer Product Registration",4 cell,TPM,,1 Year,,,,,,,,,,,,,,,,,
"67,990","Laptop, Power Adaptor, User Guide, Warranty Documents",15ARH05,82B500MMIN||82B500BHIN,Legion 5,Phantom Black,Gaming Laptop,"Gaming, Processing & Multitasking",Upto 7.1 hours,170 W Slim Tip Adapter,No,GDDR6,4 GB,AMD,Ryzen 5 Hexa Core,,Yes,256 GB,8 GB,DDR4,4600H,AMD SoC,3.0 GHz with Turbo Boost Upto 4.0 GHz,2 Slots,Upto 32 GB,3200 MHz,11 MB,NVIDIA GeForce GTX 1650,6,64 bit,Windows 10 Home,64 bit,Yes,Yes,"3 x USB 3.2 (1st Gen), 1 x USB 3.2 1st Gen (Always On), 1 x USB-C 3.2 Gen 1 (Support Data Transfer and DisplayPort 1.2)",1x HDMI Port (v2.0),NVMe PCIe,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit Anti-glare IPS Display (120Hz Refresh Rate, 45% NTSC Color Gamut, 250 nits Brightness, DC dimmer, 4 Sided Narrow Bezel (Active Area 84%))",Built-in Dual Speakers,Dual Array Microphone,"2W x 2 Stereo Speakers, Dolby Atmos for Gaming, HARMAN-branded Speakers",120 Hz,AX 2x2 (WiFi 6),v5.0,100/1000M,363.06 x 259.61 x 24 mm,2.3 kg,Not Available,720p Webcam (with Privacy Shutter),No,"White Backlit, English Keyboard",Yes,Touchpad,"Integrated 60Wh Battery, Lenovo Q-Control 3.0, Hybrid Mode, Rapid Charge Pro (0-50% in 30 Mins), Anti-oil and High Abrasion Polymer Blend, 100% Anti-ghosting Keyboard, Legion Coldfront 2.0",1 Year Warranty + 1 Year Legion Ultimate Support + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Gamer centric support 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,1 TB,5400,Realtek ALC3287,Kensington Security Slot,,,,,,,,,,,,,,,,,,,,,,,,,
"45,900","Laptop, Power Adapter, User Manuals",15s-FQ2075TU,37D38PA#ACJ,,Jet Black,Thin and Light Laptop,Processing & Multitasking,,,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,,4.1 GHz Max Turbo Frequency,,,,6,Intel Integrated UHD,2,64 bit,Windows 10 Home,64,Yes,,"1 x USB 3.1 Gen 1 Type-C (5 Gb/s Signaling Rate), 2 x USB 3.1 Gen 1 Type-A (5 Gb/s Signaling Rate)",1 HDMI (v1.4b),PCIe NVMe M.2,No,39.62 cm (15.6 inch),1920 x 1080 Pixels,"Full HD Micro-Edge Anti-Glare Display (250 nits Brightness, 45% NTSC Color Gamut, 141 PPI)",Built-in Dual Speakers,Integrated Dual Array Digital Microphone,Alexa Support,,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,v5.0,,35.8 x 24.2 x 1.79,1.69 Kg,Not Available,HP TrueVision HD Camera,,Full-size Jet Black Keyboard with Numeric Keypad,,HP Imagepad with Multi-Touch Gesture Support,"41Whr Li-ion Battery, MU-MIMO Supported, Miracast Compatible, Energy Star Certified, EPEAT Silver Registered, HP Support Assistant",1 Year Domestic Brand Warranty on Device,Onsite,Manufacturing Defects,Physical Damage,,,,,,,,1 Multi-format SD Card Reader ( SD/SDHC/SDxC),"Microsoft Office Home & Student 2019, HP Documentation, HP CoolSense, HP SSRM, HP Smart",3-cell,,,,,,,,,,,,,,,,,,,,
"39,990","Laptop, battery, adapter, cables and user manuals",Inspiron 3505,D560429WIN9S/D560617WIN9SE,Inspiron,Softmint,Notebook,"Processing & Multitasking, Everyday Use",Upto 7 hours,,Yes,,,AMD,Ryzen 3 Dual Core,,No,,8 GB,DDR4,3250U,,2.3 GHz to max turbo frequency at 3.5 Ghz,2,16,2400 Mhz,4,AMD Radeon Vega,2,64 bit,Windows 10,64,Yes,Yes,"USB 3.2 Gen 1 (x2),USB2.0 (x1)",1x HDMI (v1.4),NA,No,39.62 cm (15.6 inch),1920x1080 Pixel,FHD LED Backlit Anti-Glare Display,Built in Speakers,Built-in Microphones,Waves Maxx Audio Pro,,802.11 AC,v4.1,Available,249x364x20,1.83 Kg,Not Available,HD Webcam,,English Non Backlit Keyboard,No,Touchpad,,1 Year Onsite Warranty,Onsite,Manufacturing Defects,Accidental Damage,1 Year,1 TB,5400,,Kensington Lock Port,Inspiron 3505,Windows 10,"SD Media Card Reader (SD, SDHC, SDXC)",Microsoft Office Home and Student 2019,3,,,,,,No,,,,McAfee,,,,,,,,,,
"27,990","Laptop, User Manual, Power Cord & Adaptor, Active Pen",80XF00DFIN,80XF00DFIN,MIIX 320,Silver,2 in 1 Laptop,Travel & Business,UPTO 10 HRS,,No,,,Intel,Atom,,No,,4 GB,DDR3,,,,,,,,Intel Integrated Intel Integrated,,64 bit,Windows 10 Home,,,,,,,Yes,25.65 cm (10.1 inch),1920*1200 pixel,,,,,,802.11 b/g/n,Yes,,,,Not Available,"Front : 2 MP webcam with mic, Rear: 5 MP, auto-focus",,,,,,1 Year onsite warranty by manufacturer,Onsite,Manufacturing Defects,Physical Damage,1 Year,,,,,80XF00DFIN,,,,,,,0 Months,,,,,,,,,,,,,,,,,128 GB
"1,39,990","Laptop, battery, power adapter, user guide",Stealth 15M A11UEK-227IN,9S7-156311-227,Stealth 15M,Carbon Gray,Gaming Laptop,Processing & Multitasking,,150W Adapter,No,GDDR6,6 GB,Intel,Core i7,11th Gen,Yes,1 TB,16 GB,DDR4,11375H,,5 GHz Max Turbo Boost Frequency,,,,,NVIDIA GeForce RTX 3060,,64 bit,Windows 10 Home,64,,No,"2 x Type-A USB3.2 Gen1, 1x Type-C (USB3.2 Gen2 / DP), 1x Type-C (USB4 / DP / Thunderbolt 4) with PD charging",1 x HDMI Port,,No,39.62 cm (15.6 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Display (144Hz Refresh Rate, 45%NTSC Color Gamut)",Built in Dual Speakers,Built-in Microphones,2x 2W Stereo Speakers,144 Hz,Intel Wi-Fi 6 AX201(2*2 ax),v5.1,,358.3 x 248 x 16.15,1.7 KG,Not Available,720p HD Webcam (30fps@720p),,RGB Gaming Keyboard,Yes,Touchpad,"3-Cell, 52 Whr Battery",2 Year Warranty Term for Gaming & Content Creation (EU-WE),Carry-In Warranty,Part Failure,"Physical Damage, Burn, Liquid Spill",,,,Realtek ALC233,,Stealth 15M A11UEK-227IN,,1x Micro SD Card Reader,"Silver-Lining Print, Cooler Boost, Audio Boost, Dragon Center, Nahimic 3",3,,65 W,,,,,,,,,,,,,,,,,,
"69,290","Laptop, Power Adaptor, User Guide, Warranty Documents",ExpertBook P2 P2451FB,90NX02P1-M01170,ExpertBook P2,Star Black,Thin and Light Laptop,Processing & Multitasking,,65 W AC Adapter,No,GDDR5,2 GB,Intel,Core i5,10th Gen,No,,8 GB,DDR4,10210U,,1.6 GHz with Turbo Boost Upto 4.2 GHz,,,,6 MB,NVIDIA GeForce MX110,4,,DOS,,Yes,Yes,"3 x USB Type A, 1 x USB Type C",1 x HDMI Port (v1.4b),,No,35.56 cm (14 inch),1920 x 1080 Pixel,Full HD LED Backlit Display,Built-in Dual Speakers,Built-in Array Microphone,,,IEEE 802.11ac,v5.0,Yes,325.3 x 232.9 x 19.9 mm,1.60 kg,Not Available,HD Webcam,Yes,Backlit Chiclet Keyboard with SensePoint,Yes,Touchpad,Li-ion Battery,1 Year Manufacturer Warranty on the Device and 6 Months Manufacturer Warranty on Included Accessories from the Date of Purchase,Onsite,Manufacturing Defects,Physical Damage,1 Year,1 TB,7200,,,P2451FB-EK0058,,Micro SD Card Reader,,,,,,,,Yes,,,,,,,,,,,,,,
"57,990","2 in 1 Laptop, Power Adaptor, User Guide, Warranty Documents, Stylus Pen",Ideapad Flex 5 14LT05 UA,82HS00VYIN|82HS008YIN| 82HS0196IN,Ideapad Flex 5,Graphite Grey,2 in 1 Laptop,Processing & Multitasking,Upto 10 Hours,65 W AC Adapter,Yes,,,Intel,Core i3,11th Gen,Yes,256 GB,8 GB,DDR4,1115G4,Intel SoC,4.10 GHz Max Turbo Frequency,Non Upgradable,,3200 MHz,6 MB,Intel Integrated UHD,2,64 bit,Windows 11 Home,64 bit,Yes,No,"1 x USB 3.1 ((1st Gen 1) (Always On)), 1 x USB 3.1 (1st Gen), 1 x USB Type C 3.1 ((1st Gen) (Support Data Transfer and Power Delivery))",1 x HDMI Port (v1.4b),PCIe NVMe M.2,Yes,35.56 cm (14 inch),1920 x 1080 Pixel,"Full HD LED Backlit IPS Glossy Multi-touch Display (250 nits Brightness, 45% NTSC Color Gamut)",Built-in Dual Speakers,Dual Array Microphone,2 x 2 W Stereo Speakers with Dolby Audio,,IEEE 802.11ac (2x2),v5.0,,321.5 x 217.5 x 20.4 mm,1.5 kg,Not Available,720p HD Webcam (with Privacy Shutter),Yes,English Backlit Keyboard,Yes,Multi-touch Touchpad,52.5 WHr Li-ion Battery,1 Year Warranty + 1 Year Premium Care + 1 Year ADP,Onsite,"(1) Manufacturer’s warranty against faulty workmanship or defective parts; (2) ADP-Single repair once in year against all Liquid spills, unintentional bump and drops, electric surge, cracks on screen; (3) Premium Care- 24x7 on call support, Software support in case of HDD failure","(1) Any kind of physical damage including electrical surge; (2) No software coverage in warranty; (3) Premium Care & ADP- Not covered in case of Theft, fire, rain, flood and part alteration",1 Year,,,,,,,"4-in-1 Media Reader (MMC, SD, SDHC, SDXC)",Microsoft Office Home and Student 2019,,,,,,,,,,,,,,,,,,,,,
